AAII_YR_DATA,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014
Capital_Expenditures,3.4,2.2,0.6,0.8,0.3,0.3,0.0
Cash_from_Operations,-0.2,-3.3,-1.5,-3.4,-1.4,-1.1,0.0
Diluted_EPS,0.115,0.039,-0.216,-0.175,-0.047,-0.05,-0.018
Goodwill_Intangibles,84.4,18.3,8.9,0.6,0.2,0.2,0.2
LT_Debt,0.2,0.2,2.4,0.1,0.0,0.0,0.0
Net_Income,5.3,1.3,-5.1,-2.5,-0.4,-0.5,-0.2
Revenue,193.4,79.7,29.0,14.4,8.0,3.5,1.2
Shares_Diluted,46.4562,33.9102,23.4927,14.5106,9.1531,10.5843,10.5843
Total_Assets,354.7,70.9,35.9,9.3,4.4,2.6,0.8
Total_Liabilities,37.7,18.1,5.8,1.7,0.9,0.5,0.2
