AAII_YR_DATA,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Capital_Expenditures,11.5,15.8,15.4,13.5,10.0
Cash_from_Operations,443.2,311.0,277.4,224.6,171.8
Diluted_EPS,0.884,0.535,0.718,0.376,0.419
Goodwill_Intangibles,4044.9,4149.3,4246.2,826.8,
LT_Debt,0.0,0.0,0.0,0.0,0.0
Net_Income,166.3,83.8,159.5,83.6,93.2
Revenue,892.7,775.6,657.6,504.4,492.2
Shares_Diluted,188.223,156.5402,222.2222,222.2222,222.2222
Total_Assets,5679.9,5095.3,4997.1,1316.9,
Total_Liabilities,1376.4,1716.7,410.6,317.1,
