AAII_YR_DATA,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,3.8,3.0,3.7,1.2,1.1,,,
Cash_from_Operations,10.7,4.4,-1.9,-1.7,5.5,,,
Diluted_EPS,-0.41,-0.276,-3.026,-0.773,-0.064,-0.139,-0.201,-0.099
Goodwill_Intangibles,13.2,,,,,,,0.0
LT_Debt,0.0,0.0,0.0,4.3,2.6,13.5,13.8,10.4
Net_Income,-11.2,-7.1,-51.2,-19.2,-1.6,-3.4,-5.0,-2.5
Revenue,346.9,248.8,163.3,126.2,122.8,96.8,61.9,45.6
Shares_Diluted,27.329,25.7586,16.9222,24.803,24.803,24.803,24.803,24.803
Total_Assets,129.1,91.2,65.7,20.5,28.3,16.3,12.7,9.5
Total_Liabilities,58.1,39.5,22.6,20.1,17.0,22.8,18.8,13.5
