AAII_YR_DATA,09/30/2021,09/30/2020,09/30/2019,09/30/2018,09/30/2017,09/30/2016,09/30/2015
Capital_Expenditures,0.3,1.3,1.2,0.0,0.0,0.1,0.1
Cash_from_Operations,-14.1,-10.7,-15.4,-5.6,-2.3,-2.9,-1.7
Diluted_EPS,-0.472,0.271,-2.819,-0.053,-0.384,-0.448,-0.151
Goodwill_Intangibles,79.7,76.3,76.3,3.2,3.2,0.5,0.5
LT_Debt,0.0,0.6,0.0,0.0,0.0,0.0,0.0
Net_Income,-25.9,12.2,-50.4,-0.4,-1.7,-3.4,-1.1
Revenue,44.5,41.9,23.7,0.5,4.5,2.0,0.0
Shares_Diluted,54.9381,45.1717,17.8872,7.7426,4.525,7.4923,7.4923
Total_Assets,124.9,110.8,94.5,15.0,7.1,1.6,1.8
Total_Liabilities,21.7,31.7,56.9,2.4,2.9,1.3,0.4
