AAII_YR_DATA,09/30/2020,09/30/2019,09/30/2018,09/30/2017,09/30/2016,09/30/2015,09/30/2014,09/30/2013
Capital_Expenditures,7.3,9.5,1.6,0.4,0.4,0.5,0.3,4.7
Cash_from_Operations,-139.7,-44.7,18.0,-2.2,9.4,-0.6,8.1,11.3
Diluted_EPS,4.679,2.273,1.532,1.323,1.136,0.976,0.78,1.994
Goodwill_Intangibles,10.8,36.5,11.3,11.6,8.6,9.0,9.3,13.3
LT_Debt,0.0,19.8,19.7,19.7,0.0,0.0,4.6,5.0
Net_Income,33.4,16.2,10.9,9.3,7.8,6.6,5.2,4.5
Revenue,59.9,51.0,42.2,33.9,29.5,28.0,27.5,27.2
Shares_Diluted,7.1737,7.1279,7.1163,7.1177,7.0381,6.911,6.744,2.2293
Total_Assets,1720.5,1764.6,1222.6,1034.4,891.1,796.5,749.9,660.5
Total_Liabilities,1540.1,1607.4,1101.5,935.6,798.0,709.9,655.6,578.2
