AAII_YR_DATA,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,9.6,11.2,6.0,4.9,4.0,1.8,4.9
Cash_from_Operations,112.5,127.7,82.0,98.8,22.9,97.6,110.9
Diluted_EPS,6.46,5.43,4.096,4.267,-0.932,3.905,3.983
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,99.1,82.7,62.0,64.1,-13.9,58.8,60.6
Revenue,876.7,829.8,837.0,816.6,795.6,777.9,745.3
Shares_Diluted,15.3378,15.2299,15.1353,15.0323,14.8666,15.0527,15.2124
Total_Assets,2022.7,1856.2,1807.3,1758.2,1703.9,1675.7,1625.5
Total_Liabilities,1214.3,1137.6,1106.3,1087.5,1059.4,967.4,930.3
