CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_3,Q_EPS_Projections_Date_3,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21
Y,,12/31/2026,,0.44,3/29/2025,0.41,2/15/2025,0.24,1/26/2025,0.18,12/14/2024,0.15,11/2/2024,0.16,9/28/2024,0.16,9/27/2024,,,,,,,
,,9/30/2026,,0.39,,0.39,,0.26,,0.2,,0.17,,0.15,,0.15,,,,,,,,
,,6/30/2026,,0.41,,0.41,,0.31,,0.24,,0.19,,0.17,,0.17,,,,,,,,
,,3/30/2026,,0.39,,0.38,,0.3,,0.22,,0.17,,0.16,,0.16,,,,,,,,
,,12/31/2025,,0.35,1/26/2025,0.35,1/26/2025,0.24,1/26/2025,0.18,12/14/2024,0.15,11/2/2024,0.16,9/28/2024,0.16,9/27/2024,,,,,,,
,,9/30/2025,,0.33,,0.35,,0.26,,0.2,,0.17,,0.15,,0.15,,,,,,,,
,,6/30/2025,,0.36,,0.38,,0.31,,0.24,,0.19,,0.17,,0.17,,,,,,,,
,,3/30/2025,,0.37,,0.39,,0.3,,0.22,,0.17,,0.16,,0.16,,,,,,,,
,2/12/2025,12/31/2024,1.01,1.01,,0.43,,0.27,,0.17,,0.17,,0.17,,,,,,,,,,
,10/30/2024,9/30/2024,0.17,0.17,,0.18,,0.18,,,,,,,,,,,,,,,,
,8/7/2024,6/30/2024,0.21,0.21,,0.21,,,,,,,,,,,,,,,,,,
,5/8/2024,3/30/2024,0.18,0.18,,0.18,,,,,,,,,,,,,,,,,,
,2/13/2024,12/31/2023,0.03,0.03,,0.03,,,,,,,,,,,,,,,,,,
,11/7/2023,9/30/2023,-0.09,-0.09,,-0.09,,,,,,,,,,,,,,,,,,
,8/2/2023,6/30/2023,0.03,0.03,,0.03,,,,,,,,,,,,,,,,,,
,5/10/2023,3/30/2023,-0.57,-0.57,,-0.57,,,,,,,,,,,,,,,,,,
,2/8/2023,12/31/2022,-0.19,-0.19,,-0.19,,,,,,,,,,,,,,,,,,
,11/2/2022,9/30/2022,-0.2,-0.2,,-0.2,,,,,,,,,,,,,,,,,,
,8/2/2022,6/30/2022,-0.34,-0.34,,-0.34,,,,,,,,,,,,,,,,,,
,4/28/2022,3/31/2022,-0.45,-0.45,,-0.45,,,,,,,,,,,,,,,,,,
,1/27/2022,12/31/2021,-0.49,-0.49,,-0.49,,,,,,,,,,,,,,,,,,
,10/26/2021,9/30/2021,-2.06,-2.06,,-2.06,,,,,,,,,,,,,,,,,,
,8/18/2021,6/30/2021,-2.16,-2.16,,-2.16,,,,,,,,,,,,,,,,,,
,,3/31/2021,-6.26,-6.26,,-6.26,,,,,,,,,,,,,,,,,,
,,12/31/2020,0.02,0.02,,0.02,,,,,,,,,,,,,,,,,,
,,9/30/2020,-0.05,-0.05,,-0.05,,,,,,,,,,,,,,,,,,
,,6/30/2020,0.09,0.09,,0.09,,,,,,,,,,,,,,,,,,
,,3/31/2020,-0.05,-0.05,,-0.05,,,,,,,,,,,,,,,,,,
,,12/31/2019,-0.12,-0.12,,-0.12,,,,,,,,,,,,,,,,,,
,,9/30/2019,-0.12,-0.12,,-0.12,,,,,,,,,,,,,,,,,,
,,6/28/2019,-0.12,-0.12,,-0.12,,,,,,,,,,,,,,,,,,
,,3/29/2019,-0.12,-0.12,,-0.12,,,,,,,,,,,,,,,,,,
