CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_3,Q_EPS_Projections_Date_3,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,,12/31/2024,,2.75,4/14/2024,2.56,3/10/2024,2.47,1/27/2024,2.38,1/3/2024,2.27,11/21/2023,2.91,10/15/2023,2.15,9/19/2023,2.11,8/3/2023,2.32,6/15/2023,2.3,5/4/2023,,4/9/2023,1.96,3/1/2023,1.9,1/28/2023,1.87,1/17/2023,1.88,12/10/2022,1.83,11/3/2022,1.8,9/25/2022,1.8,8/22/2022,1.77,6/26/2022,1.75,5/22/2022,1.73,5/8/2022,1.73,4/8/2022,,3/1/2022,1.45,1/27/2022,1.47,12/21/2021,1.53,11/20/2021,1.5,10/16/2021,1.46,9/21/2021,1.48,8/22/2021,1.52,7/18/2021,1.52,5/24/2021,1.5,4/15/2021,1.5,3/2/2021
,,9/30/2024,,2.24,,1.95,,1.87,,1.8,,1.74,,1.7,,1.63,,1.59,,1.85,,1.83,,,,1.53,,1.52,,1.51,,1.49,,1.5,,1.47,,1.46,,1.41,,1.38,,1.37,,1.37,,,,1.13,,1.13,,1.19,,1.21,,1.2,,1.21,,1.31,,1.38,,1.37,,1.37,
,,6/30/2024,,2.45,,2.05,,1.88,,1.84,,1.76,,1.78,,1.74,,1.7,,1.78,,1.8,,,,1.54,,1.54,,1.49,,1.47,,1.49,,1.49,,1.46,,1.38,,1.35,,1.32,,1.32,,,,0.94,,0.92,,0.96,,1.09,,1.16,,1.2,,1.3,,1.39,,1.39,,1.39,
,,3/30/2024,,3.21,,2.74,,2.34,,2.16,,2.11,,2.05,,2.01,,1.95,,2.02,,2.04,,,,1.59,,1.7,,1.64,,1.63,,1.63,,1.63,,1.61,,1.63,,1.62,,1.61,,1.61,,,,1.04,,1,,1.04,,1.12,,1.42,,1.24,,1.51,,1.59,,1.61,,1.61,
,1/24/2024,12/31/2023,3.37,2.97,4/9/2023,2.39,4/9/2023,2.29,4/9/2023,2.17,4/9/2023,2.07,4/9/2023,1.89,4/9/2023,2.01,4/9/2023,1.93,4/9/2023,2.06,4/9/2023,1.96,3/1/2023,1.9,1/28/2023,1.87,1/17/2023,1.88,12/10/2022,1.83,11/3/2022,1.8,9/25/2022,1.8,8/22/2022,1.77,6/26/2022,1.75,5/22/2022,1.73,5/8/2022,1.73,4/8/2022,,3/1/2022,1.45,1/27/2022,1.47,12/21/2021,1.53,11/20/2021,1.5,10/16/2021,1.46,9/21/2021,1.48,8/22/2021,1.52,7/18/2021,1.52,5/24/2021,1.5,4/15/2021,1.5,3/2/2021,,,,
,10/13/2023,9/30/2023,1.89,2.09,,1.66,,1.23,,1.45,,1.46,,1.54,,1.53,,1.52,,1.51,,1.49,,1.5,,1.47,,1.46,,1.41,,1.38,,1.37,,1.37,,,,1.13,,1.13,,1.19,,1.21,,1.2,,1.21,,1.31,,1.38,,1.37,,1.37,,,,,,,,,,,
,8/3/2023,6/30/2023,0.57,0.79,,1.06,,1.24,,1.37,,1.54,,1.54,,1.49,,1.47,,1.49,,1.49,,1.46,,1.38,,1.35,,1.32,,1.32,,,,0.94,,0.92,,0.96,,1.09,,1.16,,1.2,,1.3,,1.39,,1.39,,1.39,,,,,,,,,,,,,,,
,4/13/2023,3/30/2023,0.75,0.63,,1.34,,1.59,,1.7,,1.64,,1.63,,1.63,,1.63,,1.61,,1.63,,1.62,,1.61,,1.61,,,,1.04,,1,,1.04,,1.12,,1.42,,1.24,,1.51,,1.59,,1.61,,1.61,,,,,,,,,,,,,,,,,,,
,1/25/2023,12/31/2022,1.4,1.52,,1.46,,1.39,,1.45,,1.53,,1.52,,1.47,,1.46,,1.46,,1.46,,1.46,,1.45,1/27/2022,1.47,12/21/2021,1.53,11/20/2021,1.5,10/16/2021,1.46,9/21/2021,1.48,8/22/2021,1.52,7/18/2021,1.52,5/24/2021,1.5,4/15/2021,1.5,3/2/2021,,,,,,,,,,,,,,,,,,,,,,,,
,10/13/2022,9/30/2022,0.2,0.49,,1.57,,1.37,,1.14,,1.13,,1.13,,1.13,,1.12,,1.13,,1.13,,1.19,,1.21,,1.2,,1.21,,1.31,,1.38,,1.37,,1.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/15/2022,6/30/2022,-0.94,1.07,,0.95,,0.97,,0.95,,0.97,,0.96,,0.94,,0.92,,0.96,,1.09,,1.16,,1.2,,1.3,,1.39,,1.39,,1.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/2/2022,3/31/2022,0.52,1.1,,1.24,,1.16,,1.04,,1,,1.04,,1.12,,1.42,,1.24,,1.51,,1.59,,1.61,,1.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1/26/2022,12/31/2021,1.63,0.9,,0.98,,0.97,,1.05,,1.09,,1.04,,1.3,,1.44,,1.37,,1.39,3/2/2021,1.41,1/28/2021,1.41,12/26/2020,1.42,11/25/2020,1.41,10/15/2020,1.39,9/21/2020,1.38,8/23/2020,1.4,7/15/2020,1.39,6/20/2020,1.39,5/10/2020,1.4,4/15/2020,1.4,4/11/2020,,,,,,,,,,,,,,,,,,,,,,,,
,10/14/2021,9/30/2021,0.19,0.14,,0.32,,0.76,,1.09,,1.32,,1.3,,1.27,,1.28,,1.26,,1.26,,1.28,,1.28,,1.27,,1.27,,1.25,,1.25,,1.29,,1.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/15/2021,6/30/2021,1.34,0.72,,1.35,,1.39,,1.38,,1.34,,1.34,,1.34,,1.34,,1.34,,1.34,,1.34,,1.32,,1.26,,1.34,,1.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/15/2021,3/31/2021,2.51,1.72,,1.8,,1.58,,1.54,,1.5,,1.49,,1.47,,1.47,,1.48,,1.47,,1.45,,1.46,,1.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1/27/2021,12/31/2020,2.85,1.83,,1.62,,1.48,,1.44,4/11/2020,1.34,4/11/2020,1.34,4/11/2020,1.33,4/11/2020,1.28,4/11/2020,1.21,4/11/2020,1.3,4/11/2020,1.3,4/11/2020,1.33,3/8/2020,1.33,2/2/2020,1.31,1/24/2020,1.31,,1.38,,1.42,1.44,1.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/14/2020,9/30/2020,2.59,1.89,,1.7,,1.62,,1.31,,1.25,,1.2,,1.25,,1.24,,1.25,,1.25,,1.24,,1.24,,1.27,,1.31,1.33,1.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/15/2020,6/30/2020,3.04,1.84,,1.76,,1.95,,1.61,,1.39,,1.32,,1.32,,1.3,,1.3,,1.35,,1.36,1.38,1.37,1.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/15/2020,3/31/2020,1.17,1.91,,1.47,,1.38,,1.43,,1.42,,1.42,,1.48,,1.49,1.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1/29/2020,12/31/2019,1.81,1.18,,1.14,,1.14,,1.3,,1.31,1.32,1.29,1.23,1.22,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/16/2019,9/30/2019,1.421760599,1.33,,1.31,,1.29,,1.25,1.24,1.16,1.15,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/17/2019,6/28/2019,1.657917164,1.42,,1.43,,1.39,,1.17,1.16,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/16/2019,3/29/2019,1.826968974,1.27,,1.37,,1.29,,1.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1/23/2019,12/31/2018,0.439577297,1.24,,1.01,,1.07,,0.91,0.74,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/16/2018,9/28/2018,1.571258098,1.33,,1.12,,0.77,,0.61,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/17/2018,6/29/2018,1.190679413,1.15,,1.11,,0.78,,0.64,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/17/2018,3/29/2018,1.224043716,1.29,,1.19,,0.86,,0.7,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1/24/2018,12/29/2017,0.445980543,,,0.77,,0.64,,0.61,0.58,0.55,0.57,0.58,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/17/2017,9/29/2017,0.382513661,,,0.34,,0.52,,0.49,0.48,0.47,0.48,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/18/2017,6/30/2017,0.629667694,,,0.6,,0.5,,0.47,0.46,0.52,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/18/2017,3/31/2017,0.727412995,,,0.69,,0.53,,0.51,0.52,0.53,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1/25/2017,12/30/2016,0.655042735,,,0.51,,0.45,,0.47,0.53,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/13/2016,9/30/2016,0.339890523,,,0.33,,0.47,,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/14/2016,6/30/2016,0.326269014,,,0.33,,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/14/2016,3/31/2016,0.440990606,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/31/2015,0.560760353,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/30/2015,0.472415549,,,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/30/2015,0.616284987,,,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/31/2015,0.500169205,,,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/31/2014,0.622394082,,,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/30/2014,0.498736736,,,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/30/2014,0.492695214,,,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/31/2014,0.537560649,,,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/31/2013,0.497299474,,,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/30/2013,0.385086993,,,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/28/2013,0.53777336,,,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/28/2013,0.510589014,,,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/31/2012,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/28/2012,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/29/2012,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/30/2012,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/30/2011,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/30/2011,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/30/2011,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/31/2011,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/31/2010,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/30/2010,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/30/2010,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/31/2010,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/31/2009,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/30/2009,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/30/2009,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/31/2009,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
