CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_3,Q_EPS_Projections_Date_3,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,,,,,,,,,,,,,,,,,
Adjusted,,12/31/2022,1.23,5/10/2021,1.23,4/22/2021,1.09,3/19/2021,1.05,2/16/2021,1.05,1/10/2021,1.05,12/9/2020,1.06,11/8/2020,1.07,10/15/2020,1.07,9/13/2020,1.05,8/6/2020,1.05,6/18/2020,1.11,5/8/2020,1.11,3/23/2020,,,,,,,
,,9/30/2022,1.34,,1.34,,1.21,,1.15,,1.16,,1.16,,1.06,,1.05,,1.04,,1.02,,1.01,,1.08,,1.08,,,,,,,,
,,6/30/2022,1.19,,1.19,,1.09,,1.03,,1.02,,1.02,,1.02,,1.03,,1.02,,0.9,,0.9,,0.96,,0.96,,,,,,,,
,,3/31/2022,1.25,,1.25,,1.02,,0.95,,0.95,,0.95,,0.97,,0.97,,0.97,,0.98,,0.98,,0.96,,0.96,,,,,,,,
,,12/31/2021,1.07,4/22/2021,1.09,4/22/2021,1.09,3/19/2021,1.05,2/16/2021,1.05,1/10/2021,1.05,12/9/2020,1.06,11/8/2020,1.07,10/15/2020,1.07,9/13/2020,1.05,8/6/2020,1.05,6/18/2020,1.11,5/8/2020,1.11,3/23/2020,,,,,,,
,,9/30/2021,1.16,,1.21,,1.21,,1.15,,1.16,,1.16,,1.06,,1.05,,1.04,,1.02,,1.01,,1.08,,1.08,,,,,,,,
,,6/30/2021,1.07,,1.09,,1.09,,1.03,,1.02,,1.02,,1.02,,1.03,,1.02,,0.9,,0.9,,0.96,,0.96,,,,,,,,
,5/6/2021,3/31/2021,1.17,,1.03,,1.02,,0.95,,0.95,,0.95,,0.97,,0.97,,0.97,,0.98,,0.98,,0.96,,0.96,,,,,,,,
,2/16/2021,12/31/2020,0.75,,0.87,,0.87,,0.89,,0.89,3/23/2020,0.89,3/23/2020,0.91,3/23/2020,0.91,3/23/2020,0.94,3/23/2020,1.04,3/23/2020,1.05,2/13/2020,1.04,1/13/2020,1.02,9/29/2019,0.99,,0.99,,1,,1.020462428
,11/5/2020,9/30/2020,1,,0.91,,0.89,,0.86,,0.85,,0.9,,1.06,,1.06,,1.06,,1.02,,1.01,,1.01,,1.02,,1.020462428,,,,,,
,8/6/2020,6/30/2020,0.77,,0.64,,0.7,,0.98,,0.98,,1,,0.99,,0.95,,0.95,,0.96,,0.953179191,,,,,,,,,,,,
,5/6/2020,3/31/2020,0.88,,0.88,,0.89,,0.92,,0.92,,0.9,,0.9,,0.885895954,,,,,,,,,,,,,,,,,,
,2/13/2020,12/31/2019,0.8,,0.88,,0.9,,0.9,,0.9,,0.91,,0.87,0.88,0.91,0.94,,,,,,,,,,,,,,,,,
,11/7/2019,9/30/2019,0.9,,0.89,,0.89,,0.89,,0.91,,0.9,0.91,0.87,0.92,0.89,,,,,,,,,,,,,,,,,,
,8/6/2019,6/28/2019,0.769230769,,0.82,,0.81,,0.85,,0.84,0.81,0.79,0.8,,,,,,,,,,,,,,,,,,,,,
,5/2/2019,3/29/2019,0.645829021,,0.79,,0.8,,0.78,,0.77,,,,,,,,,,,,,,,,,,,,,,,,
,2/14/2019,12/31/2018,0.712105169,,0.77,,0.79,,0.83,,0.84,0.85,,,,,,,,,,,,,,,,,,,,,,,
,11/1/2018,9/28/2018,0.714285714,,0.77,,0.78,,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/2/2018,6/29/2018,0.787692308,,0.7,,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/2/2018,3/29/2018,0.718660678,,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/15/2018,12/29/2017,0.164962059,,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/2/2017,9/29/2017,0.605199025,,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/8/2017,6/30/2017,0.5,,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/4/2017,3/31/2017,0.480516858,,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/30/2016,0.310085012,,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/30/2016,0.480016067,,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7/1/2016,0.449077787,,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4/1/2016,0.408408408,,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/31/2015,0.675273247,,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/25/2015,0.376719155,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/26/2015,-0.073970412,,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/27/2015,0.327901431,,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/31/2014,0.250363126,,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/26/2014,0.33038442,,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/27/2014,0.271086979,,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/28/2014,0.30956537,,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/31/2013,0.209754168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/27/2013,0.261814635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/28/2013,0.255888944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/28/2013,0.279937854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/31/2012,-0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/28/2012,0.324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/29/2012,0.346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
