CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,,,,,
N,,12/31/2025,,1.02,10/26/2024,0.96,9/10/2024,0.96,7/27/2024,0.92,6/22/2024,0.92,,0.7275,,0.715
,,9/30/2025,,0.95,,0.87,,0.87,,0.8,,0.8,,0.7275,,0.715
,,6/30/2025,,0.87,,0.83,,0.83,,0.73,,0.73,,0.7275,,0.715
,,3/31/2025,,0.62,,0.61,,0.61,,0.55,,0.55,,0.7275,,0.715
,,12/31/2024,,0.79,,0.75,,0.75,,0.73,,0.73,,0.76,,
,10/23/2024,9/30/2024,0.46,0.76,,0.69,,0.68,,0.63,,0.63,,0.62,,
,7/24/2024,6/28/2024,0.46,0.67,,0.57,,0.57,,0.55,,,,,,
,4/24/2024,3/28/2024,-0.015561732,0.43,,0.43,,,,,,,,,,
,2/21/2024,12/29/2023,0.595647316,0.56,,0.56,,,,,,,,,,
,10/25/2023,9/29/2023,0.242375435,0.52,,0.52,,,,,,,,,,
,8/2/2023,6/30/2023,0.217600985,0.46,,0.46,,,,,,,,,,
,4/26/2023,3/31/2023,0.131784577,0.24,,0.24,,,,,,,,,,
,2/22/2023,12/30/2022,0.070297236,0.28,,0.28,,,,,,,,,,
,10/26/2022,9/30/2022,0.056167272,0.23,,0.23,,,,,,,,,,
,8/3/2022,6/30/2022,0.05380935,0.1,,0.1,,,,,,,,,,
,4/27/2022,3/31/2022,-0.227552422,-0.08,,-0.08,,,,,,,,,,
,2/25/2022,12/31/2021,0.059109558,0.04,,0.04,,,,,,,,,,
,10/27/2021,9/30/2021,0.154736236,0.2,,0.2,,,,,,,,,,
,7/28/2021,6/30/2021,0.027197318,0.31,,0.31,,,,,,,,,,
,4/28/2021,3/31/2021,0.089687726,0.21,,0.21,,,,,,,,,,
,2/24/2021,12/31/2020,0.22,0.33,,0.33,,,,,,,,,,
,11/4/2020,9/30/2020,-0.05,0.32,,0.32,,,,,,,,,,
,8/5/2020,6/30/2020,0.08,0.24,,0.24,,,,,,,,,,
,5/5/2020,3/31/2020,-1.12,-0.09,,-0.09,,,,,,,,,,
,,12/31/2019,-0.286651781,0.13,,0.13,,,,,,,,,,
,,9/30/2019,-0.12,0.12,,0.12,,,,,,,,,,
,,6/28/2019,-0.16,0.1,,0.1,,,,,,,,,,
,,3/29/2019,-0.63,-0.01,,-0.01,,,,,,,,,,
