Q_Date,Q_EPS_Diluted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_3,Q_EPS_Projections_Date_3,,,,,
2/26/2021,1.25,2/27/2020,1.25,1/24/2020,1.25,1/23/2020,1.25,,1.24,1.26,,,
11/30/2020,1.18,,1.18,,1.25,,1.25,,1.23,1.24,,,
8/31/2020,1.47,,1.48,,1.5,,1.5,,1.44,,,,
5/29/2020,1.63,,1.63,,1.68,,1.68,,1.67,1.7,,,
2/28/2020,1.12,,1.12,,1.16,,1.16,,1.18,1.12,1.13,1.14,1.13
11/29/2019,1.039763652,,1.16,,1.14,1.15,1.12,1.1,1.08,,,,
8/30/2019,1.396521833,,1.33,,1.32,1.33,1.34,1.33,,,,,
5/31/2019,1.591143084,,1.49,,1.45,1.46,1.45,1.46,1.45,,,,
2/28/2019,1.129493196,,1.04,,1.06,1.09,1.05,1.01,,,,,
11/30/2018,1.085500311,,1,,1.02,1.01,0.97,0.83,,,,,
8/31/2018,1.23956229,,1.22,,1.21,1.17,1.01,,,,,,
5/31/2018,1.330145301,,1.24,,1.17,,,,,,,,
2/28/2018,0.670251702,,0.87,,0.86,,,,,,,,
11/30/2017,0.808767993,,0.81,,0.77,0.76,0.79,0.76,0.75,0.72,,,
8/31/2017,0.982284402,,0.95,,0.94,0.93,0.95,0.96,0.92,,,,
5/31/2017,1.132950513,,0.98,,0.97,1,0.99,0.98,0.79,,,,
2/28/2017,0.807073122,,0.79,,0.8,0.7,,,,,,,
11/30/2016,0.716101206,,0.7,,0.71,0.73,0.79,0.8,,,,,
8/31/2016,0.838547073,,0.88,,0.87,0.88,0.89,0.87,0.88,,,,
5/31/2016,0.898116802,,0.92,,0.93,0.94,0.96,0.98,,,,,
2/29/2016,0.714484023,,0.71,,0.75,,,,,,,,
11/30/2015,0.630332919,,0.68,,0.69,0.68,0.67,0.59,0.57,,,,
8/31/2015,0.821510341,,0.76,,0.77,0.76,0.75,0.72,0.73,,,,
5/29/2015,0.85977926,,0.86,,0.85,0.84,0.81,0.8,,,,,
2/27/2015,0.672325035,,0.6,,0.57,0.53,,,,,,,
11/28/2014,0.599235111,,0.54,,0.53,0.54,0.66,,,,,,
8/29/2014,0.698955082,,0.67,,0.65,0.66,0.67,0.66,0.67,,,,
5/30/2014,0.758944544,,0.67,,0.68,0.53,,,,,,,
2/28/2014,0.437593454,,0.53,,0.54,0.48,,,,,,,
11/29/2013,0.468091655,,0.48,,0.57,,,,,,,,
8/30/2013,0.616226047,,0.57,,0.54,0.57,,,,,,,
5/31/2013,0.641652665,,0.58,,0.56,0.46,,,,,,,
2/27/2013,0.463887062,,0.46,,0.44,0.39,,,,,,,
11/29/2012,0.406880103,,0.39,,0.38,,,,,,,,
8/31/2012,0.481665631,,0.52,,,,,,,,,,
5/31/2012,0.520901459,,nan,,,,,,,,,,
2/29/2012,0.40128837,,nan,,,,,,,,,,
11/30/2011,0.358987478,,nan,,,,,,,,,,
8/31/2011,0.485063789,,nan,,,,,,,,,,
5/31/2011,0.548415394,,nan,,,,,,,,,,
2/28/2011,0.39327768,,nan,,,,,,,,,,
11/30/2010,0.360500895,,nan,,,,,,,,,,
8/31/2010,0.477088603,,nan,,,,,,,,,,
5/28/2010,0.447075104,,nan,,,,,,,,,,
2/26/2010,0.33,,nan,,,,,,,,,,
11/30/2009,0.33,,nan,,,,,,,,,,
8/31/2009,0.46,,nan,,,,,,,,,,
5/29/2009,0.13,,nan,,,,,,,,,,
2/27/2009,0.17,,nan,,,,,,,,,,
11/28/2008,-0.1,,nan,,,,,,,,,,
8/29/2008,0.06,,nan,,,,,,,,,,
5/30/2008,0.13,,nan,,,,,,,,,,
2/29/2008,0.1,,nan,,,,,,,,,,
11/30/2007,0.14,,nan,,,,,,,,,,
8/31/2007,0.29,,nan,,,,,,,,,,
5/31/2007,0.3,,nan,,,,,,,,,,
2/28/2007,0.19,,nan,,,,,,,,,,
11/30/2006,0.21,,nan,,,,,,,,,,
8/31/2006,0.25,,nan,,,,,,,,,,
5/31/2006,0.27,,nan,,,,,,,,,,
2/28/2006,0.17,,nan,,,,,,,,,,
11/30/2005,0.11,,nan,,,,,,,,,,
8/31/2005,0.18,,nan,,,,,,,,,,
5/31/2005,0.17,,nan,,,,,,,,,,
2/28/2005,0.14,,nan,,,,,,,,,,
11/30/2004,0.085,,nan,,,,,,,,,,
8/31/2004,0.14,,nan,,,,,,,,,,
5/28/2004,0.165,,nan,,,,,,,,,,
2/27/2004,0.105,,nan,,,,,,,,,,
11/28/2003,0.09,,nan,,,,,,,,,,
8/29/2003,0.185,,nan,,,,,,,,,,
5/30/2003,0.17,,nan,,,,,,,,,,
2/28/2003,0.09,,nan,,,,,,,,,,
11/29/2002,0.07,,nan,,,,,,,,,,
8/30/2002,0.15,,nan,,,,,,,,,,
5/31/2002,0.14,,nan,,,,,,,,,,
2/28/2002,0.09,,nan,,,,,,,,,,
11/30/2001,0.09,,nan,,,,,,,,,,
8/31/2001,0.13,,nan,,,,,,,,,,
