Q_Date,Q_EPS_Diluted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,,,,,,,,,,,,,
12/31/2020,0.46,3/8/2020,0.46,,0.62,,0.78,,0.83,,0.71,,0.85,,1.098684211,,,,,,
9/30/2020,0.45,,0.45,,0.61,,0.7,,0.78,,0.7,,0.84,,1.098684211,,,,,,
6/30/2020,0.43,,0.43,,0.61,,0.68,,0.7,,0.72,,0.69,,0.81,,1.098684211,,,,
3/31/2020,0.43,,0.43,,0.6,,0.64,,0.68,,0.78,,1.098684211,,,,,,,,
12/31/2019,0.35,,0.35,,0.49,,0.66,,0.75,,0.68,,0.77,,0.76,,0.79,,0.8,,0.68
9/30/2019,0.45,,0.45,,0.56,,0.61,,0.62,,0.73,,0.7,,0.73,,0.72,,0.65,,
6/28/2019,0.365667031,,0.51,,0.59,,0.62,,0.73,,0.77,,0.76,,0.63,,,,,,
3/29/2019,0.377518508,,0.69,,0.67,,0.7,,0.69,,0.55,,,,,,,,,,
12/31/2018,0.711742105,,0.7,,0.5,,,,,,,,,,,,,,,,
9/28/2018,1.239933365,,0.46,,,,,,,,,,,,,,,,,,
6/29/2018,0.572920641,,0.49,,,,,,,,,,,,,,,,,,
3/29/2018,0.538010301,,nan,,,,,,,,,,,,,,,,,,
12/29/2017,0.468523464,,nan,,,,,,,,,,,,,,,,,,
9/29/2017,0.502193819,,nan,,,,,,,,,,,,,,,,,,
6/30/2017,0.498521557,,nan,,,,,,,,,,,,,,,,,,
3/31/2017,0.619372377,,nan,,,,,,,,,,,,,,,,,,
12/30/2016,0.441482259,,nan,,,,,,,,,,,,,,,,,,
9/30/2016,0.388687524,,nan,,,,,,,,,,,,,,,,,,
6/30/2016,0.364030904,,nan,,,,,,,,,,,,,,,,,,
3/31/2016,0.338563525,,0.34,,,,,,,,,,,,,,,,,,
12/31/2015,0.294830217,,nan,,,,,,,,,,,,,,,,,,
9/30/2015,0.293781,,nan,,,,,,,,,,,,,,,,,,
6/30/2015,0.277470431,,nan,,,,,,,,,,,,,,,,,,
3/31/2015,0.32482831,,nan,,,,,,,,,,,,,,,,,,
12/31/2014,0.334509729,,nan,,,,,,,,,,,,,,,,,,
9/30/2014,0.413821061,,nan,,,,,,,,,,,,,,,,,,
6/30/2014,0.353395651,,nan,,,,,,,,,,,,,,,,,,
3/31/2014,0.349484929,,nan,,,,,,,,,,,,,,,,,,
12/31/2013,0.193056085,,nan,,,,,,,,,,,,,,,,,,
9/30/2013,0.332983594,,nan,,,,,,,,,,,,,,,,,,
6/28/2013,0.32096528,,nan,,,,,,,,,,,,,,,,,,
3/28/2013,0.286245708,,nan,,,,,,,,,,,,,,,,,,
12/31/2012,0.210320488,,nan,,,,,,,,,,,,,,,,,,
9/28/2012,0.249236932,,nan,,,,,,,,,,,,,,,,,,
6/29/2012,0.483784815,,nan,,,,,,,,,,,,,,,,,,
3/30/2012,0.243227776,,nan,,,,,,,,,,,,,,,,,,
12/30/2011,0.075543686,,nan,,,,,,,,,,,,,,,,,,
9/30/2011,0.316434567,,nan,,,,,,,,,,,,,,,,,,
6/30/2011,0.313859214,,nan,,,,,,,,,,,,,,,,,,
3/31/2011,0.308814416,,nan,,,,,,,,,,,,,,,,,,
12/31/2010,-0.311903853,,nan,,,,,,,,,,,,,,,,,,
9/30/2010,0.271392477,,nan,,,,,,,,,,,,,,,,,,
6/30/2010,0.226390809,,nan,,,,,,,,,,,,,,,,,,
3/31/2010,0.228822043,,nan,,,,,,,,,,,,,,,,,,
12/31/2009,0.263669734,,nan,,,,,,,,,,,,,,,,,,
9/30/2009,0.220622587,,nan,,,,,,,,,,,,,,,,,,
6/30/2009,0.116222529,,nan,,,,,,,,,,,,,,,,,,
3/31/2009,0.26673341,,nan,,,,,,,,,,,,,,,,,,
12/31/2008,0.280450017,,nan,,,,,,,,,,,,,,,,,,
9/30/2008,0.267663108,,nan,,,,,,,,,,,,,,,,,,
6/30/2008,0.115550206,,nan,,,,,,,,,,,,,,,,,,
3/31/2008,0.038976307,,nan,,,,,,,,,,,,,,,,,,
12/31/2007,0.157791348,,nan,,,,,,,,,,,,,,,,,,
9/28/2007,0.135380291,,nan,,,,,,,,,,,,,,,,,,
6/29/2007,0.133591687,,nan,,,,,,,,,,,,,,,,,,
3/30/2007,0.147474661,,nan,,,,,,,,,,,,,,,,,,
12/29/2006,0.221062942,,nan,,,,,,,,,,,,,,,,,,
9/29/2006,0.155665614,,nan,,,,,,,,,,,,,,,,,,
6/30/2006,0.175027681,,nan,,,,,,,,,,,,,,,,,,
3/31/2006,0.18682395,,nan,,,,,,,,,,,,,,,,,,
12/30/2005,0.157434777,,nan,,,,,,,,,,,,,,,,,,
