CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,,,,,,,,,,
Plots Adjusted,,7/30/2026,,0.97,7/10/2025,0.97,6/1/2025,0.96,4/16/2025,0.96,3/10/2025,0.96,1/13/2025,0.96,12/5/2024,0.81,10/14/2024,0.8,9/7/2024,0.8,9/6/2024
,,4/30/2026,,0.93,,0.93,,0.91,,0.91,,0.9,,0.9,,0.75,,0.75,,0.75,
,,1/30/2026,,0.88,,0.87,,0.86,,0.86,,0.84,,0.84,,0.69,,0.68,,0.68,
,,10/30/2025,,0.84,,0.83,,0.83,,0.83,,0.83,,0.83,,0.63,,0.63,,0.63,
,,7/30/2025,,0.8,10/14/2024,0.79,10/14/2024,0.77,10/14/2024,0.78,10/14/2024,0.79,10/14/2024,0.8,10/14/2024,0.81,10/14/2024,0.8,9/7/2024,0.8,9/6/2024
,5/29/2025,4/30/2025,-0.03,0.84,,0.76,,0.76,,0.74,,0.75,,0.75,,0.75,,0.75,,,
,3/5/2025,1/30/2025,-0.05,0.78,,0.69,,0.7,,0.69,,0.68,,0.68,,,,,,,
,12/2/2024,10/30/2024,-0.08,0.77,,0.63,,0.63,,0.63,,,,,,,,,,,
,9/3/2024,7/30/2024,-0.1,0.88,,0.88,,,,,,,,,,,,,,,
,5/30/2024,4/30/2024,0.12,0.88,,0.88,,,,,,,,,,,,,,,
,2/29/2024,1/30/2024,-0.19,0.76,,0.76,,,,,,,,,,,,,,,
,11/27/2023,10/30/2023,-0.23,0.67,,0.67,,,,,,,,,,,,,,,
,9/5/2023,7/31/2023,-0.21,0.64,,0.64,,,,,,,,,,,,,,,
,6/1/2023,4/28/2023,-0.32,0.48,,0.48,,,,,,,,,,,,,,,
,3/2/2023,1/31/2023,-0.4,0.37,,0.37,,,,,,,,,,,,,,,
,12/1/2022,10/31/2022,-0.48,0.29,,0.29,,,,,,,,,,,,,,,
,9/8/2022,7/29/2022,-0.69,0.25,,0.25,,,,,,,,,,,,,,,
,5/26/2022,4/29/2022,-0.72,0.17,,0.17,,,,,,,,,,,,,,,
,2/24/2022,1/31/2022,-0.71,0.13,,0.13,,,,,,,,,,,,,,,
,11/30/2021,10/29/2021,-0.65,0.14,,0.14,,,,,,,,,,,,,,,
,9/9/2021,7/30/2021,-0.69,0.14,,0.14,,,,,,,,,,,,,,,
,5/25/2021,4/30/2021,-0.43,0.15,,0.15,,,,,,,,,,,,,,,
,2/25/2021,1/29/2021,-0.5,0.1,,0.1,,,,,,,,,,,,,,,
,12/2/2020,10/30/2020,-0.41,0.14,,0.14,,,,,,,,,,,,,,,
,9/9/2020,7/31/2020,-0.38,0.08,,0.08,,,,,,,,,,,,,,,
,5/28/2020,4/30/2020,-0.15,0.07,,0.07,,,,,,,,,,,,,,,
,2/20/2020,1/31/2020,-0.23,0.1,,0.1,,,,,,,,,,,,,,,
,12/3/2019,10/31/2019,-0.13,0.04,,0.04,,,,,,,,,,,,,,,
,9/10/2019,7/31/2019,-0.04,0.07,,0.07,,,,,,,,,,,,,,,
,5/30/2019,4/30/2019,-0.1,0.05,,0.05,,,,,,,,,,,,,,,
,2/28/2019,1/31/2019,-0.03,0.09,,0.09,,,,,,,,,,,,,,,
,12/4/2018,10/31/2018,-0.06,0.02,,0.02,,,,,,,,,,,,,,,
,9/5/2018,7/31/2018,-0.06,-0.01,,-0.01,,,,,,,,,,,,,,,
,6/6/2018,4/30/2018,-0.14,-0.02,,-0.02,,,,,,,,,,,,,,,
,,1/31/2018,-0.29,-0.03,,-0.03,,,,,,,,,,,,,,,
,,10/31/2017,-0.45,-0.07,,-0.07,,,,,,,,,,,,,,,
,,7/31/2017,-0.52,-0.07,,-0.07,,,,,,,,,,,,,,,
,,4/28/2017,-0.34,-0.05,,-0.05,,,,,,,,,,,,,,,
