CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_3,Q_EPS_Projections_Date_3,Unnamed: 9,Unnamed: 10,Unnamed: 11
Non-GAAP,,12/31/2021,0.35,4/19/2021,0.35,3/19/2021,0.35,2/19/2021,0.26,1/14/2021,0.26,1/13/2021,
,,9/30/2021,0.33,,0.33,,0.32,,0.25,,0.25,,
,,6/28/2021,0.31,,0.31,,0.3,,0.22,,0.22,,
,,3/29/2021,0.31,,0.31,,0.3,,0.21,,0.21,,
,2/18/2021,12/31/2020,-0.84,,0.24,,0.24,,,,,,
,11/5/2020,9/30/2020,0.08,,0.08,,,,,,,,
,8/6/2020,6/28/2020,0.04,,0.04,,,,,,,,
,5/7/2020,3/29/2020,0.09,,0.09,,,,,,,,
,2/20/2020,12/31/2019,-0.02,,-0.02,,,,,,,,
,11/7/2019,9/30/2019,-0.4,,-0.4,,,,,,,,
,8/8/2019,6/28/2019,-0.05,,-0.05,,,,,,,,
,5/9/2019,3/29/2019,-0.02,,-0.02,,,,,,,,
,2/21/2019,12/31/2018,-0.023284314,,-0.023284314,,,,,,,,
,11/8/2018,9/28/2018,-0.01435999,,-0.01435999,,,,,,,,
,8/9/2018,6/29/2018,-0.010216795,,-0.010216795,,,,,,,,
,5/10/2018,3/29/2018,-2.127513711,,-2.127513711,,,,,,,,
,,12/31/2017,-0.19,,-0.19,,,,,,,,
,,9/28/2017,-0.07,,-0.07,,,,,,,,
,,6/29/2017,-0.14,,-0.14,,,,,,,,
,,3/29/2017,-0.17,,-0.17,,,,,,,,
,,12/31/2016,-0.28,,-0.28,,,,,,,,
,,9/28/2016,-0.28,,-0.28,,,,,,,,
,,6/29/2016,-0.28,,-0.28,,,,,,,,
,,3/29/2016,-0.27,,-0.27,,,,,,,,
