Q_Date,Q_EPS_Diluted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,,,,,,,,,
12/31/2020,0.62,3/14/2020,0.62,3/8/2020,0.62,,0.66,,0.69,,0.7,,,,,,
9/30/2020,0.61,,0.61,,0.61,,0.65,,0.67,,0.68,,,,,,
6/30/2020,0.6,,0.6,,0.6,,0.62,,0.65,,0.66,,,,,,
3/31/2020,0.6,,0.58,,0.58,,0.59,,0.62,,0.64,,,,,,
12/31/2019,0.66,,0.62,,0.63,,0.65,,0.66,,0.67,,0.65,,0.645,,
9/30/2019,0.69,,0.61,,0.62,,0.63,,0.64,,0.65,,0.63,,0.625,,
6/28/2019,0.6,,0.6,,0.62,,0.63,,0.61,,0.595,,,,,,
3/29/2019,0.537130135,,0.63,,0.62,,0.61,,0.58,,,,,,,,
12/31/2018,0.688519917,,0.61,,0.595,,0.49,,0.475,,0.47,,,,,,
9/28/2018,0.615166549,,0.34,,0.58,,0.575,,0.48,,0.465,,0.46,,,,
6/29/2018,0.560998152,,0.515,,0.455,,0.44,,,,,,,,,,
3/29/2018,0.455966315,,0.455,,0.43,,0.415,,,,,,,,,,
12/29/2017,0.084732824,,0.425,,0.43,,0.44,,0.435,,0.44,,,,,,
9/29/2017,0.414472622,,0.405,,0.41,,0.43,,0.425,,0.435,,0.43,,,,
6/30/2017,0.419987042,,0.4,,0.415,,0.41,,0.405,,0.415,,,,,,
3/31/2017,0.368438108,,0.4,,0.395,,0.4,,,,,,,,,,
12/30/2016,0.462959948,,0.415,,0.4,,0.41,,0.405,,0.42,,,,,,
9/30/2016,0.569233284,,0.395,,0.4,,0.395,,0.41,,,,,,,,
6/30/2016,0.395891308,,0.395,,0.39,,0.385,,0.38,,0.4,,,,,,
3/31/2016,0.463546798,,0.385,,0.38,,0.375,,0.39,,,,,,,,
12/31/2015,0.404816702,,0.39,,0.375,,0.38,,0.4,,0.41,,0.425,,0.445,,0.46
9/30/2015,0.393357508,,0.365,,0.37,,0.385,,0.395,,0.41,,0.435,,0.445,,
6/30/2015,0.353513692,,0.38,,0.39,,0.4,,0.425,,0.43,,,,,,
3/31/2015,0.368468915,,0.39,,0.42,,0.43,,,,,,,,,,
12/31/2014,0.388603611,,0.42,,0.43,,0.405,,0.41,,0.4,,0.41,,0.425,,
9/30/2014,0.447123379,,0.425,,0.4,,0.405,,0.39,,0.395,,0.405,,0.405,,
6/30/2014,0.431169698,,0.4,,0.39,,0.365,,0.375,,0.4,,0.36,,,,
3/31/2014,0.379013378,,0.35,,0.36,,0.34,,0.35,,0.39,,0.35,,,,
12/31/2013,0.205810075,,0.335,,0.35,,0.38,,0.365,,,,,,,,
9/30/2013,0.361502347,,0.36,,0.385,,0.385,,,,,,,,,,
6/28/2013,0.277273552,,0.385,,0.38,,0.375,,,,,,,,,,
3/28/2013,0.4434117,,0.375,,0.38,,,,,,,,,,,,
12/28/2012,0.43129701,,0.385,,0.43,,,,,,,,,,,,
9/28/2012,0.295508708,,0.435,,,,,,,,,,,,,,
6/29/2012,0.456818601,,0.395,,,,,,,,,,,,,,
3/30/2012,0.455299539,,0.385,,,,,,,,,,,,,,
12/30/2011,0.313589173,,nan,,,,,,,,,,,,,,
9/30/2011,0.392671614,,nan,,,,,,,,,,,,,,
6/30/2011,0.319312906,,nan,,,,,,,,,,,,,,
3/31/2011,0.42014536,,nan,,,,,,,,,,,,,,
12/31/2010,0.365780607,,nan,,,,,,,,,,,,,,
9/30/2010,0.316588124,,nan,,,,,,,,,,,,,,
6/30/2010,0.314431047,,nan,,,,,,,,,,,,,,
3/31/2010,0.278281398,,nan,,,,,,,,,,,,,,
12/31/2009,0.265,,nan,,,,,,,,,,,,,,
9/30/2009,0.34,,nan,,,,,,,,,,,,,,
6/30/2009,0.3,,nan,,,,,,,,,,,,,,
3/31/2009,0.185,,nan,,,,,,,,,,,,,,
12/31/2008,0.26,,nan,,,,,,,,,,,,,,
9/30/2008,0.26,,nan,,,,,,,,,,,,,,
6/30/2008,0.325,,nan,,,,,,,,,,,,,,
3/31/2008,0.315,,nan,,,,,,,,,,,,,,
12/31/2007,0.31,,nan,,,,,,,,,,,,,,
9/28/2007,0.3,,nan,,,,,,,,,,,,,,
6/29/2007,0.27,,nan,,,,,,,,,,,,,,
3/30/2007,0.275,,nan,,,,,,,,,,,,,,
12/29/2006,0.285,,nan,,,,,,,,,,,,,,
9/29/2006,0.275,,nan,,,,,,,,,,,,,,
6/30/2006,0.235,,nan,,,,,,,,,,,,,,
