Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_3,Q_EPS_Projections_Date_3,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17
,12/31/2020,1.0,3/24/2020,0.98,2/19/2020,0.98,2/10/2020,0.98,1/11/2020,1.02,9/17/2019,0.98,,0.98,,0.982467532,,
,9/30/2020,0.85,,0.85,,0.85,,0.85,,0.87,,0.86,,0.86,,0.855324675,,
,6/30/2020,0.85,,0.86,,0.86,,0.86,,0.89,,0.86,,0.86,,0.855324675,,
,3/31/2020,0.87,,0.88,,0.88,,0.88,,0.88,,0.87,,0.87,,0.866883117,,
,12/31/2019,0.92,,0.87,,0.86,,0.88,,0.87,,0.87,,0.85,0.82,0.83,0.82,0.85
,9/30/2019,0.86,,0.73,,0.72,,0.72,,0.73,0.74,0.73,,,,,,
,6/28/2019,0.7865979740000001,,0.73,,0.74,,0.75,0.74,,,,,,,,,
,3/29/2019,0.868360358,,0.75,,0.74,,0.75,0.72,0.71,,,,,,,,
,12/31/2018,0.83144077,,0.73,,0.72,,0.73,0.71,0.73,0.67,0.66,0.65,,,,,
,9/28/2018,1.015808098,,0.69,,0.7,,0.66,0.65,0.61,0.59,,,,,,,
,6/29/2018,0.7867137890000001,,0.71,,0.7,,0.66,0.65,0.63,0.59,,,,,,,
,3/29/2018,0.822221421,,0.69,,0.63,,0.62,0.6,0.59,,,,,,,,
,12/29/2017,0.006601313,,0.61,,0.62,,,,,,,,,,,,
,9/29/2017,0.64015455,,0.53,,0.52,,,,,,,,,,,,
,6/30/2017,0.8310042190000001,,0.71,,,,,,,,,,,,,,
,3/31/2017,0.81640224,,0.6,,,,,,,,,,,,,,
,12/30/2016,3.9746889189999997,,0.52,,,,,,,,,,,,,,
,9/30/2016,0.5184915520000001,,0.42,,,,,,,,,,,,,,
,7/1/2016,0.569663966,,0.41,,,,,,,,,,,,,,
,4/1/2016,0.530847562,,0.43,,,,,,,,,,,,,,
,12/31/2015,0.455216833,,0.39,,,,,,,,,,,,,,
,10/2/2015,0.359963491,,0.31,,,,,,,,,,,,,,
,7/2/2015,0.36052165799999997,,0.32,,,,,,,,,,,,,,
,4/2/2015,0.380309095,,0.35,,,,,,,,,,,,,,
,1/2/2015,0.4,,0.37,,,,,,,,,,,,,,
,9/26/2014,0.27,,0.25,,,,,,,,,,,,,,
,6/27/2014,0.24,,0.29,,,,,,,,,,,,,,
,3/28/2014,0.39,,0.28,,,,,,,,,,,,,,
,12/27/2013,0.16,,,,,,,,,,,,,,,,
,9/27/2013,0.27,,,,,,,,,,,,,,,,
,6/28/2013,0.3,,,,,,,,,,,,,,,,
,3/28/2013,0.28,,,,,,,,,,,,,,,,
,12/28/2012,0.26,,,,,,,,,,,,,,,,
,9/28/2012,0.24,,,,,,,,,,,,,,,,
,6/29/2012,0.3,,,,,,,,,,,,,,,,
,3/30/2012,0.27,,,,,,,,,,,,,,,,
,12/30/2011,0.23,,,,,,,,,,,,,,,,
,9/30/2011,0.24,,,,,,,,,,,,,,,,
,6/30/2011,0.28,,,,,,,,,,,,,,,,
,3/31/2011,0.3,,,,,,,,,,,,,,,,
,12/31/2010,0.26,,,,,,,,,,,,,,,,
,10/1/2010,0.27,,,,,,,,,,,,,,,,
,7/2/2010,0.24,,,,,,,,,,,,,,,,
,4/1/2010,0.44,,,,,,,,,,,,,,,,
,12/31/2009,0.23,,,,,,,,,,,,,,,,
,10/2/2009,0.22,,,,,,,,,,,,,,,,
,7/2/2009,0.22,,,,,,,,,,,,,,,,
,4/3/2009,0.22,,,,,,,,,,,,,,,,
,1/2/2009,-0.01,,,,,,,,,,,,,,,,
,9/26/2008,0.22,,,,,,,,,,,,,,,,
,6/27/2008,0.18,,,,,,,,,,,,,,,,
,3/28/2008,0.15,,,,,,,,,,,,,,,,
,12/28/2007,0.2,,,,,,,,,,,,,,,,
