CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,,,,,,,
Diluted Adjusted,,12/31/2021,2.83,11/7/2020,2.71,10/7/2020,2.59,9/2/2020,2.59,9/1/2020,,,,,,,
,,9/30/2021,2.81,,2.71,,2.6,,2.6,,,,,,,,
,,6/30/2021,2.68,,2.68,,2.58,,2.58,,,,,,,,
,,3/31/2021,2.38,,2.33,,2.17,,2.17,,,,,,,,
,,12/31/2020,2.36,,2.37,,2.28,,2.28,,2.38,,2.37,,2.36,,2.38
,11/4/2020,9/30/2020,2.81,,2.34,,2.26,,2.26,,2.38,,2.41,,2.38,,
,8/5/2020,6/30/2020,2.51,,2.13,,2.38,,2.43,,2.4,,2.37,,,,
,4/29/2020,3/31/2020,1.750769902,,1.95,,1.99,,1.97,,1.91,,,,,,
,2/11/2020,12/31/2019,2.239630893,,2.11,,2.1,,2.12,,2.09,,2.11,,,,
,11/6/2019,9/30/2019,2.285581948,,2.15,,2.12,,2.08,,2.1,,,,,,
,8/7/2019,6/28/2019,2.286445013,,2.13,,2.12,,2.09,,2.11,,,,,,
,5/7/2019,3/29/2019,1.83,,1.71,,1.72,,1.75,,,,,,,,
,2/7/2019,12/31/2018,1.998129805,,1.88,,1.89,,1.9,,1.92,,,,,,
,11/6/2018,9/28/2018,1.942095483,,1.86,,1.92,,,,,,,,,,
,8/7/2018,6/29/2018,1.950301988,,1.81,,1.89,,,,,,,,,,
,5/8/2018,3/29/2018,1.455579088,,1.49,,1.52,,,,,,,,,,
,2/7/2018,12/29/2017,3.68670796,,1.43,,1.36,,1.33,,,,,,,,
,11/7/2017,9/29/2017,1.467516737,,1.37,,1.36,,1.31,,,,,,,,
,8/8/2017,6/30/2017,1.369755378,,1.36,,1.35,,1.31,,,,,,,,
,5/9/2017,3/31/2017,1.122827446,,1.11,,1.17,,1.14,,,,,,,,
,,12/30/2016,1.223206796,,1.19,,,,,,,,,,,,
,,9/30/2016,1.222992072,,1.13,,,,,,,,,,,,
,,6/30/2016,1.233231324,,1.06,,,,,,,,,,,,
,,3/31/2016,0.922427636,,0.91,,,,,,,,,,,,
,,12/31/2015,0.976697289,,0.98,,,,,,,,,,,,
,,9/30/2015,0.977387035,,0.94,,,,,,,,,,,,
,,6/30/2015,0.942001853,,0.94,,,,,,,,,,,,
,,3/31/2015,0.815262569,,0.81,,,,,,,,,,,,
,,12/31/2014,0.850308584,,0.85,,,,,,,,,,,,
,,9/30/2014,0.751972819,,0.81,,,,,,,,,,,,
,,6/30/2014,0.886787989,,0.83,,,,,,,,,,,,
,,3/31/2014,0.816178734,,0.82,,,,,,,,,,,,
,,12/31/2013,0.67,,0.79,,,,,,,,,,,,
,,9/30/2013,0.78,,0.76,,,,,,,,,,,,
,,6/28/2013,0.74,,0.72,,,,,,,,,,,,
,,3/28/2013,0.65,,0.69,,,,,,,,,,,,
,,12/31/2012,0.67,,nan,,,,,,,,,,,,
,,9/28/2012,0.72,,nan,,,,,,,,,,,,
,,6/29/2012,0.72,,nan,,,,,,,,,,,,
,,3/30/2012,0.61,,nan,,,,,,,,,,,,
,,12/30/2011,0.51,,nan,,,,,,,,,,,,
,,9/30/2011,0.46,,nan,,,,,,,,,,,,
,,6/30/2011,0.49,,nan,,,,,,,,,,,,
,,3/31/2011,0.62,,nan,,,,,,,,,,,,
,,12/31/2010,0.613333333,,nan,,,,,,,,,,,,
,,9/30/2010,0.462222222,,nan,,,,,,,,,,,,
