Q_Date,Q_EPS_Diluted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,,,,,
12/31/2020,0.8,3/8/2020,0.8,,0.85,,0.74,,,,,,
9/30/2020,0.86,,0.86,,0.88,,0.8,,,,,,
6/30/2020,0.69,,0.69,,0.7,,0.6,,,,,,
3/31/2020,0.59,,0.59,,0.61,,0.55,,,,,,
12/31/2019,0.61,,0.61,,0.6,,0.61,,0.63,,0.68,,
9/30/2019,0.69,,0.69,,0.68,,0.7,,,,,,
6/28/2019,0.54,,0.54,,0.52,,0.49,,,,,,
3/29/2019,0.551928783,,0.49,,0.48,,0.53,,,,,,
12/31/2018,0.439169139,,0.45,,0.46,,0.73,,,,,,
9/28/2018,0.564254062,,0.56,,0.76,,,,,,,,
6/29/2018,0.422058824,,0.45,,0.59,,,,,,,,
3/29/2018,0.459499264,,0.52,,0.64,,,,,,,,
12/29/2017,-2.863501484,,0.61,,0.77,,0.72,,0.88,,0.85,,
9/29/2017,-0.565982405,,0.6,,0.78,,0.77,,0.74,,,,
6/30/2017,0.438136827,,0.55,,0.63,,0.69,,0.68,,0.64,,
3/31/2017,0.452312139,,0.49,,0.5,,0.86,,0.84,,0.82,,
12/30/2016,0.031654676,,0.6,,0.82,,0.78,,0.81,,0.78,,0.8
9/30/2016,0.614388489,,0.7,,0.78,,0.75,,0.8,,0.81,,
6/30/2016,0.428571429,,0.56,,0.6,,0.67,,0.65,,,,
3/31/2016,0.748571429,,0.75,,0.77,,0.82,,,,,,
12/31/2015,0.741058655,,0.74,,0.73,,0.74,,0.88,,0.85,,0.83
9/30/2015,0.705547653,,0.69,,0.89,,0.83,,0.82,,,,
6/30/2015,0.41994382,,0.71,,0.81,,0.79,,0.78,,0.76,,
3/31/2015,0.778711485,,0.82,,0.83,,0.82,,0.74,,,,
12/31/2014,0.941610446,,0.77,,0.81,,0.88,,0.92,,0.85,,0.72
9/30/2014,0.780141844,,0.72,,0.76,,0.82,,0.83,,0.7,,
