CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_3,Q_EPS_Projections_Date_3,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21
Y,,12/31/2025,,0.68,12/24/2024,0.67,11/15/2024,0.67,11/14/2024,,,,,,,,,,,,,,,
,,9/30/2025,,0.63,,0.62,,0.62,,,,,,,,,,,,,,,,
,,6/30/2025,,0.43,,0.39,,0.39,,,,,,,,,,,,,,,,
,,3/30/2025,,0.37,,0.35,,0.35,,,,,,,,,,,,,,,,
,,12/31/2024,,0.33,,0.32,,0.32,,,,,,,,,,,,,,,,
,10/30/2024,9/30/2024,0.38,0.38,,0.38,,,,,,,,,,,,,,,,,,
,8/1/2024,6/30/2024,-0.38,-0.38,,-0.38,,,,,,,,,,,,,,,,,,
,5/1/2024,3/30/2024,-0.06,-0.06,,-0.06,,,,,,,,,,,,,,,,,,
,2/15/2024,12/31/2023,-0.39,-0.39,,-0.39,,,,,,,,,,,,,,,,,,
,11/1/2023,9/30/2023,-0.19,-0.19,,-0.19,,,,,,,,,,,,,,,,,,
,8/2/2023,6/30/2023,-0.44,-0.44,,-0.44,,,,,,,,,,,,,,,,,,
,5/4/2023,3/30/2023,-0.41,-0.41,,-0.41,,,,,,,,,,,,,,,,,,
,2/16/2023,12/31/2022,-1.65,-1.65,,-1.65,,,,,,,,,,,,,,,,,,
,11/3/2022,9/30/2022,-0.77,-0.77,,-0.77,,,,,,,,,,,,,,,,,,
,8/4/2022,6/30/2022,-0.72,-0.72,,-0.72,,,,,,,,,,,,,,,,,,
,5/5/2022,3/31/2022,-0.48,-0.48,,-0.48,,,,,,,,,,,,,,,,,,
,2/16/2022,12/31/2021,-0.45,-0.45,,-0.45,,,,,,,,,,,,,,,,,,
,11/9/2021,9/30/2021,-0.3,-0.3,,-0.3,,,,,,,,,,,,,,,,,,
,8/12/2021,6/30/2021,-0.3,-0.3,,-0.3,,,,,,,,,,,,,,,,,,
,5/13/2021,3/31/2021,-0.34,-0.34,,-0.34,,,,,,,,,,,,,,,,,,
,,12/31/2020,-2.67,-2.67,,-2.67,,,,,,,,,,,,,,,,,,
,,9/30/2020,-0.9,-0.09,,-0.09,,,,,,,,,,,,,,,,,,
,,6/30/2020,0.01,0.01,,0.01,,,,,,,,,,,,,,,,,,
,,3/31/2020,-2.92,-2.92,,-2.92,,,,,,,,,,,,,,,,,,
,,12/31/2019,-3.05,-3.05,,-3.05,,,,,,,,,,,,,,,,,,
,,9/30/2019,-4.1,-4.1,,-4.1,,,,,,,,,,,,,,,,,,
,,6/28/2019,-4.1,-4.1,,-4.1,,,,,,,,,,,,,,,,,,
,,3/29/2019,-4.1,-4.1,,-4.1,,,,,,,,,,,,,,,,,,
,,12/31/2018,-1.16,-1.16,,-1.16,,,,,,,,,,,,,,,,,,
,,9/28/2018,-1.17,-1.17,,-1.17,,,,,,,,,,,,,,,,,,
,,6/29/2018,-1.17,-1.17,,-1.17,,,,,,,,,,,,,,,,,,
,,3/29/2018,-1.17,-1.17,,-1.17,,,,,,,,,,,,,,,,,,
